"1411 - Kabinet predsednika vlade, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"9228"	"NOR FM - Implementacija ESRS"	420704	"Nakup druge (nelicenčne) programske opreme"	410005	"Vzdrževanje programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	41	"Vzdrževanje programske opreme"	1	150000	150000	
"Skupaj (EUR):"	375004											
												
"2522 - Inšpektorat RS za okolje in prostor, verzija: 7"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"4526"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	350003	"Vzdrževanje in podpora komunikacijskega omrežja"	35	"Vzdrževanje in podpora"	1	1000	1000	
	"7847"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	10	"527,7"	5277	
	"7847"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40002	"LCD zaslon 19"""	4	"Računalniški zasloni"	60	"93,82"	"5629,2"	
	"7847"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	70002	"Optični čitalnik  A4"	7	"Optični čitalniki"	1	147	147	
	"7847"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	70003	"Optični čitalnik  A4 s podajalcem"	7	"Optični čitalniki"	4	557	2228	
	"7847"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	400001	"Osebni računalniki"	40	"Vzdrževanje strojne opreme"	45	"304,88"	"13719,6"	"osebni in prenosni računalniki"
	"7847"	"Investicije in investicijsko vzdrževanje državnih organov"	420222	"Nakup strežnikov in diskovnih sistemov"	400012	"Strežniki in strežniški sistemi"	40	"Vzdrževanje strojne opreme"	1	1000	1000	"1 x nadzorni strežnik za virualizacijo, 2 x 2-procesorski strežnik za virtualizacijo, 1 x strežnik za backup, 1 x diskovno polje 4,5 TB in 2x FC stikalo 8p"
	"7847"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	60005	"Ostalo"	6	"Tiskalniška oprema"	10	100	1000	"GSM telefoni in faksi"
	"7847"	"Investicije in investicijsko vzdrževanje državnih organov"	420249	"Nakup pasivne mrežne in komunikacijske opreme"	120002	"Modul za stikalno opremo"	12	"Aktivna mrežna oprema"	1	5000	5000	"knjižnica, 3 x mrežno stikalo 1 G, komunikacijska omara, UPS"
	"7847"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310008	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	31	"vzdrževanje licenc"	50	300	15000	
	"7847"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	360010	"Načrtovanje podatkovne zbirke"	36	"Analiza, načrtovanje in dokumentiranje"	1	15000	15000	"programska oprema"
"Skupaj (EUR):"	128678											
												
"2523 - Agencija RS za okolje, verzija: 9"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2462"	"Meteorološka zaščita letalskega prometa"	420202	"Nakup strojne računalniške opreme"	10003	"Zmogljivejši osebni računalnik"	1	"Osebni računalniki"	10	800	8000	
	"2462"	"Meteorološka zaščita letalskega prometa"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	5	1000	5000	
	"2462"	"Meteorološka zaščita letalskega prometa"	420202	"Nakup strojne računalniške opreme"	20002	"Zmogljivejši prenosni računalnik"	2	"Prenosni računalniki"	5	1000	5000	
	"2462"	"Meteorološka zaščita letalskega prometa"	420202	"Nakup strojne računalniške opreme"	40002	"LCD zaslon 19"""	4	"Računalniški zasloni"	10	200	2000	
	"2462"	"Meteorološka zaščita letalskega prometa"	420238	"Nakup telekomunikacijske opreme"	120004	"Optični pretvorniki"	12	"Aktivna mrežna oprema"	4	500	2000	
	"2462"	"Meteorološka zaščita letalskega prometa"	420704	"Nakup druge (nelicenčne) programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	15000	15000	
	"2518"	"Informacijski sistem varstva okolja"	402510	"Tekoče vzdrževanje komunikacijske opreme"	400014	"Aktivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	1	5000	5000	
	"2518"	"Informacijski sistem varstva okolja"	402510	"Tekoče vzdrževanje komunikacijske opreme"	400022	"Pasivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	1	4000	4000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	10000	10000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	15000	15000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	20000	20000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	4800	4800	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	12000	12000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	15000	15000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	1500	1500	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	15000	15000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	6000	6000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	15000	15000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	5000	5000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	10000	10000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	14000	14000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	6000	6000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	10000	10000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	15000	15000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	15000	15000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410003	"Vzdrževanje kritičnih aplikativnih sistemov"	41	"Vzdrževanje programske opreme"	1	22000	22000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410003	"Vzdrževanje kritičnih aplikativnih sistemov"	41	"Vzdrževanje programske opreme"	1	40000	40000	
	"2518"	"Informacijski sistem varstva okolja"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410003	"Vzdrževanje kritičnih aplikativnih sistemov"	41	"Vzdrževanje programske opreme"	1	12500	12500	
	"2518"	"Informacijski sistem varstva okolja"	402514	"Tekoče vzdrževanje licenčne programske opreme"	310003	"Vzdrževanje kritičnih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	7000	7000	
	"2518"	"Informacijski sistem varstva okolja"	402514	"Tekoče vzdrževanje licenčne programske opreme"	310003	"Vzdrževanje kritičnih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	10000	10000	
	"2518"	"Informacijski sistem varstva okolja"	402514	"Tekoče vzdrževanje licenčne programske opreme"	310003	"Vzdrževanje kritičnih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	12500	12500	
	"2518"	"Informacijski sistem varstva okolja"	402514	"Tekoče vzdrževanje licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	15000	15000	
	"2518"	"Informacijski sistem varstva okolja"	402514	"Tekoče vzdrževanje licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	13300	13300	
	"2518"	"Informacijski sistem varstva okolja"	402514	"Tekoče vzdrževanje licenčne programske opreme"	310006	"Vzdrževanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov in nadgradenj"	31	"vzdrževanje licenc"	1	16000	16000	
	"2518"	"Informacijski sistem varstva okolja"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	350009	"Vzdrževanje in preizkus naprav neprekinjenega napajanja"	35	"Vzdrževanje in podpora"	1	120	120	
	"2518"	"Informacijski sistem varstva okolja"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400001	"Osebni računalniki"	40	"Vzdrževanje strojne opreme"	1	39780	39780	
	"2518"	"Informacijski sistem varstva okolja"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400012	"Strežniki in strežniški sistemi"	40	"Vzdrževanje strojne opreme"	1	30000	30000	
	"2518"	"Informacijski sistem varstva okolja"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	350009	"Vzdrževanje in preizkus naprav neprekinjenega napajanja"	35	"Vzdrževanje in podpora"	1	5000	5000	
	"2518"	"Informacijski sistem varstva okolja"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	390001	"Podpora delovnim mestom"	39	"Podpora (CPU)"	1	70000	70000	
	"2518"	"Informacijski sistem varstva okolja"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	420001	"Zunanje izvajanje storitev na področju upravljanja,"	42	"Zunanje izvajanje storitev"	1	20000	20000	
	"2518"	"Informacijski sistem varstva okolja"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	420001	"Zunanje izvajanje storitev na področju upravljanja,"	42	"Zunanje izvajanje storitev"	1	5000	5000	
	"2518"	"Informacijski sistem varstva okolja"	402608	"Najem komunikacijske opreme in podatkovnih vodov"	120007	"Ostalo"	12	"Aktivna mrežna oprema"	1	13000	13000	
	"2518"	"Informacijski sistem varstva okolja"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	50	600	30000	
	"2518"	"Informacijski sistem varstva okolja"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	5	1000	5000	
	"2518"	"Informacijski sistem varstva okolja"	420202	"Nakup strojne računalniške opreme"	30001	"PDA "	3	"Ročni računalniki"	2	500	1000	
	"2518"	"Informacijski sistem varstva okolja"	420202	"Nakup strojne računalniške opreme"	40002	"LCD zaslon 19"""	4	"Računalniški zasloni"	100	150	15000	
	"2518"	"Informacijski sistem varstva okolja"	420222	"Nakup strežnikov in diskovnih sistemov"	230001	"Aplikativni strežniki"	23	"Strežniki"	2	5000	10000	
	"2518"	"Informacijski sistem varstva okolja"	420222	"Nakup strežnikov in diskovnih sistemov"	240007	"Nadgradnja sistema SAN"	24	"Sistemi za shranjevanje podatkov"	1	10000	10000	
	"2518"	"Informacijski sistem varstva okolja"	420248	"Nakup aktivne mrežne in komunikacijske opreme"	120001	"L2/L3/L4 Stikalna oprema "	12	"Aktivna mrežna oprema"	10	1000	10000	
	"2518"	"Informacijski sistem varstva okolja"	420248	"Nakup aktivne mrežne in komunikacijske opreme"	120003	"Izgradnja LAN omrežja"	12	"Aktivna mrežna oprema"	1	10000	10000	
	"2518"	"Informacijski sistem varstva okolja"	420248	"Nakup aktivne mrežne in komunikacijske opreme"	120003	"Izgradnja LAN omrežja"	12	"Aktivna mrežna oprema"	1	10000	10000	
	"2518"	"Informacijski sistem varstva okolja"	420249	"Nakup pasivne mrežne in komunikacijske opreme"	290001	"Ožičenje"	29	"Pasivna mrežna oprema"	1	8000	8000	
	"2518"	"Informacijski sistem varstva okolja"	420703	"Nakup licenčne programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	20000	20000	
	"2518"	"Informacijski sistem varstva okolja"	420703	"Nakup licenčne programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	30000	30000	
	"2518"	"Informacijski sistem varstva okolja"	420703	"Nakup licenčne programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	15000	15000	
	"2518"	"Informacijski sistem varstva okolja"	420703	"Nakup licenčne programske opreme"	410002	"Dopolnjevanje informacijskih aplikativnih sistemov"	41	"Vzdrževanje programske opreme"	1	10000	10000	
	"2518"	"Informacijski sistem varstva okolja"	420704	"Nakup druge (nelicenčne) programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	10000	10000	
	"2518"	"Informacijski sistem varstva okolja"	420704	"Nakup druge (nelicenčne) programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	8000	8000	
	"2518"	"Informacijski sistem varstva okolja"	420704	"Nakup druge (nelicenčne) programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	15000	15000	
	"2518"	"Informacijski sistem varstva okolja"	420704	"Nakup druge (nelicenčne) programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	20000	20000	
	"2518"	"Informacijski sistem varstva okolja"	420704	"Nakup druge (nelicenčne) programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	15000	15000	
	"2518"	"Informacijski sistem varstva okolja"	420704	"Nakup druge (nelicenčne) programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	40000	40000	
	"2518"	"Informacijski sistem varstva okolja"	420704	"Nakup druge (nelicenčne) programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	10000	10000	
	"2518"	"Informacijski sistem varstva okolja"	420704	"Nakup druge (nelicenčne) programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	20000	20000	
	"2518"	"Informacijski sistem varstva okolja"	420704	"Nakup druge (nelicenčne) programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	10000	10000	
	"2518"	"Informacijski sistem varstva okolja"	420704	"Nakup druge (nelicenčne) programske opreme"	310002	"Dopolnjevanje informacijskih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	20000	20000	
	"3531"	"Seizmološki monitoring"	420704	"Nakup druge (nelicenčne) programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	8000	8000	
	"9431"	"SSSV - Nadgradnja sistema za spremljanje i analiziranje stanja vodnega okolja v Sloveniji - 07-13 - slovenska udeležba"	420704	"Nakup druge (nelicenčne) programske opreme"	310008	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	31	"vzdrževanje licenc"	4	"18691,88"	"74767,52"	
	"9537"	"SSSV - Nadgradnja sistema za spremljanje in analiziranje stanja vodnega okolja v RS - 07-13 - EU"	420704	"Nakup druge (nelicenčne) programske opreme"	310008	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	31	"vzdrževanje licenc"	4	"105920,62"	"423682,48"	
"Skupaj (EUR):"	2238529											
												
"2611 - Ministrstvo za delo, družino in socialne zadeve, verzija: 7"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"1288"	"Računalniška oprema CSD"	402011	"Storitve informacijske podpore uporabnikom"	390001	"Podpora delovnim mestom"	39	"Podpora (CPU)"	1	530000	530000	
	"1288"	"Računalniška oprema CSD"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	340	800	272000	
	"1288"	"Računalniška oprema CSD"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	30	900	27000	
	"1288"	"Računalniška oprema CSD"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	235	350	82250	
	"1288"	"Računalniška oprema CSD"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	30	1300	39000	
	"1288"	"Računalniška oprema CSD"	420202	"Nakup strojne računalniške opreme"	230002	"Datotečni strežniki"	23	"Strežniki"	3	6300	18900	
	"1288"	"Računalniška oprema CSD"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	32000	32000	
	"1439"	"Stroški izvajanja zakona o socialnem varstvu"	402007	"Računalniške storitve"	350005	"Vzdrževanje in podpora informacijskih sistemov"	35	"Vzdrževanje in podpora"	1	16236	16236	
	"2198"	"Vzdrževanje in razvoj informacijskih sistemov socialnega varstva in družinskih prejemkov"	402007	"Računalniške storitve"	410007	"Ostalo"	41	"Vzdrževanje programske opreme"	1	282000	282000	
	"2198"	"Vzdrževanje in razvoj informacijskih sistemov socialnega varstva in družinskih prejemkov"	402011	"Storitve informacijske podpore uporabnikom"	410007	"Ostalo"	41	"Vzdrževanje programske opreme"	1	40000	40000	
	"2198"	"Vzdrževanje in razvoj informacijskih sistemov socialnega varstva in družinskih prejemkov"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410003	"Vzdrževanje kritičnih aplikativnih sistemov"	41	"Vzdrževanje programske opreme"	1	1050000	1050000	
	"2198"	"Vzdrževanje in razvoj informacijskih sistemov socialnega varstva in družinskih prejemkov"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410003	"Vzdrževanje kritičnih aplikativnih sistemov"	41	"Vzdrževanje programske opreme"	1	110000	110000	
	"2198"	"Vzdrževanje in razvoj informacijskih sistemov socialnega varstva in družinskih prejemkov"	420222	"Nakup strežnikov in diskovnih sistemov"	190010	"Večprocesorski strežnik z več kanalnimi vmesniki za periferne naprave"	19	"Visoko zmogljivi in razpoložljivi eno- ali več procesorski strežniki,  ter delovne postaje posebnega pomena"	1	70000	70000	
	"2198"	"Vzdrževanje in razvoj informacijskih sistemov socialnega varstva in družinskih prejemkov"	420238	"Nakup telekomunikacijske opreme"	190011	"Ostalo"	19	"Visoko zmogljivi in razpoložljivi eno- ali več procesorski strežniki,  ter delovne postaje posebnega pomena"	1	76000	76000	"centralni strežnik na MJU"
	"2198"	"Vzdrževanje in razvoj informacijskih sistemov socialnega varstva in družinskih prejemkov"	420703	"Nakup licenčne programske opreme"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	10000	10000	
	"2198"	"Vzdrževanje in razvoj informacijskih sistemov socialnega varstva in družinskih prejemkov"	420704	"Nakup druge (nelicenčne) programske opreme"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	1710000	1710000	
	"2456"	"Poslovni prostori Zavoda RS za zaposlovanje"	420222	"Nakup strežnikov in diskovnih sistemov"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	42356	42356	
	"2456"	"Poslovni prostori Zavoda RS za zaposlovanje"	420703	"Nakup licenčne programske opreme"	310001	"Vzdrževanje licenčnih aplikativnih informacijskih sistemov"	31	"vzdrževanje licenc"	1	174928	174928	
	"2910"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	400024	"Ostalo"	40	"Vzdrževanje strojne opreme"	1	3000	3000	"stacionarni in mobilni telefoni"
	"4090"	"Vzpostavitev informacijskega sistema za ESS"	420704	"Nakup druge (nelicenčne) programske opreme"	310001	"Vzdrževanje licenčnih aplikativnih informacijskih sistemov"	31	"vzdrževanje licenc"	1	177524	177524	
	"4326"	"Informacijski sistem na področju varnosti in zdravja pri delu"	420704	"Nakup druge (nelicenčne) programske opreme"	310009	"Ostalo"	31	"vzdrževanje licenc"	1	25000	25000	"nakup in posodobitev programske opreme"
	"4428"	"Izobraževanje zaposlenih"	402941	"Izdatki za izobraževanje zaposlenih z informacijskega področja"	440001	"Izvajanje strokovnega izobraževanja"	44	"Izobraževanje (na daljavo, uporabnikov, specialistično)"	1	6168	6168	
	"6193"	"Informatizacija ministrstva"	402011	"Storitve informacijske podpore uporabnikom"	390001	"Podpora delovnim mestom"	39	"Podpora (CPU)"	1	82000	82000	
	"6193"	"Informatizacija ministrstva"	402510	"Tekoče vzdrževanje komunikacijske opreme"	290001	"Ožičenje"	29	"Pasivna mrežna oprema"	0	10000	0	
	"6193"	"Informatizacija ministrstva"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400001	"Osebni računalniki"	40	"Vzdrževanje strojne opreme"	1	35000	35000	
	"6193"	"Informatizacija ministrstva"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	70	1300	91000	
	"6193"	"Informatizacija ministrstva"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	15	1000	15000	
	"6193"	"Informatizacija ministrstva"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	20	300	6000	
	"6193"	"Informatizacija ministrstva"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	7	1000	7000	
	"6193"	"Informatizacija ministrstva"	420202	"Nakup strojne računalniške opreme"	60003	"Brizgalni tiskalniki"	6	"Tiskalniška oprema"	20	150	3000	
	"6193"	"Informatizacija ministrstva"	420202	"Nakup strojne računalniške opreme"	70003	"Optični čitalnik  A4 s podajalcem"	7	"Optični čitalniki"	40	1000	40000	
	"6193"	"Informatizacija ministrstva"	420202	"Nakup strojne računalniške opreme"	230002	"Datotečni strežniki"	23	"Strežniki"	1	2400	2400	
	"6193"	"Informatizacija ministrstva"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	49700	49700	
	"6193"	"Informatizacija ministrstva"	420703	"Nakup licenčne programske opreme"	310009	"Ostalo"	31	"vzdrževanje licenc"	1	25000	25000	
	"6207"	"Akcijski načrt Bilbao agencije - osnove varnosti in zdravja pri delu"	402007	"Računalniške storitve"	420004	"Ostalo"	42	"Zunanje izvajanje storitev"	1	2529	2529	"Izdelava namenskih računalniških aplikacij"
	"7140"	"Stroški izvajanja zakonov s področja družine"	402007	"Računalniške storitve"	350005	"Vzdrževanje in podpora informacijskih sistemov"	35	"Vzdrževanje in podpora"	1	240410	240410	
	"7867"	"Vzdrževanje informacijskega sistema in obdelava podatkov po vojnih zakonih"	402007	"Računalniške storitve"	350005	"Vzdrževanje in podpora informacijskih sistemov"	35	"Vzdrževanje in podpora"	1	546000	546000	
"Skupaj (EUR):"	515500											
												
"2613 - Inšpektorat RS za delo, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"4528"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	390001	"Podpora delovnim mestom"	39	"Podpora (CPU)"	1	14256	14256	"vzdrževanje po pogodbi KONZORCIJ"
												
	"4528"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	400001	"Osebni računalniki"	40	"Vzdrževanje strojne opreme"	1	2000	2000	"vzdrževanje po pogodbi"
	"4528"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	400002	"Prenosni računalniki"	40	"Vzdrževanje strojne opreme"	1	800	800	
	"4528"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	400006	"Tiskalniška oprema"	40	"Vzdrževanje strojne opreme"	1	1000	1000	
	"4528"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	400014	"Aktivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	1	1800	1800	
	"4528"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	1700	1700	"vzdrževalna pogodba Prekrškovni organ"
	"7890"	"Investicije in investicijsko vzdrževanje državnih organov"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	"1541,43"	"1541,43"	"nadgradnja aplikacije IZD in prenos v sistem ISVZD"
	"7890"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10001	"Ekonomični osebni računalnik"	1	"Osebni računalniki"	7	"471,43"	"3300,01"	
	"7890"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	7	"465,6"	"3259,2"	
	"7890"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20002	"Zmogljivejši prenosni računalnik"	2	"Prenosni računalniki"	4	900	3600	
